Latitude,Longitude,Distance,Major_Flooding_NAVD88,Moderate_Flooding_NAVD88,Minor_Flooding_NAVD88,Action_Flooding_NAVD88,fid,Named,Cumulative_Distance,Interpolated_Major_Flooding_NAVD88,Interpolated_Moderate_Flooding_NAVD88,Interpolated_Minor_Flooding_NAVD88,Interpolated_Action_Flooding_NAVD88
37.174486,-122.139904,,251.82,249.56,246.56,244.06,1.0,Yes,175628.84574759798,251.82,249.56,246.56,244.06
37.174489,-122.139908,,251.82,249.56,246.56,244.06,1.0,Yes,175629.33261540002,251.82,249.56,246.56,244.06
37.174493,-122.139912,,251.82,249.56,246.56,244.06,1.0,Yes,175629.9011728627,251.82,249.56,246.56,244.06
37.174496,-122.139916,,251.82,249.56,246.56,244.06,1.0,Yes,175630.38804064304,251.82,249.56,246.56,244.06
37.1745,-122.13992,,251.82,249.56,246.56,244.06,1.0,Yes,175630.9565980883,251.82,249.56,246.56,244.06
37.174504,-122.139923,,251.82,249.56,246.56,244.06,1.0,Yes,175631.47433326946,251.82,249.56,246.56,244.06
37.174508,-122.139925,,251.82,249.56,246.56,244.06,1.0,Yes,175631.9524708545,251.82,249.56,246.56,244.06
37.174513,-122.139928,,251.82,249.56,246.56,244.06,1.0,Yes,175632.56801985824,251.82,249.56,246.56,244.06
37.174518,-122.139929,,251.82,249.56,246.56,244.06,1.0,Yes,175633.12998598054,251.82,249.56,246.56,244.06
37.174523,-122.13993,,251.82,249.56,246.56,244.06,1.0,Yes,175633.691952103,251.82,249.56,246.56,244.06
37.174528,-122.13993,,251.82,249.56,246.56,244.06,1.0,Yes,175634.24685668276,251.82,249.56,246.56,244.06
37.174533,-122.13993,,251.82,249.56,246.56,244.06,1.0,Yes,175634.80176126372,251.82,249.56,246.56,244.06
37.174538,-122.139929,,251.82,249.56,246.56,244.06,1.0,Yes,175635.36372738524,251.82,249.56,246.56,244.06
37.174543,-122.139927,,251.82,249.56,246.56,244.06,1.0,Yes,175635.94636483444,251.82,249.56,246.56,244.06
37.174548,-122.139925,,251.82,249.56,246.56,244.06,1.0,Yes,175636.52900227992,251.82,249.56,246.56,244.06
37.174553,-122.139923,,251.82,249.56,246.56,244.06,1.0,Yes,175637.1116397231,251.82,249.56,246.56,244.06
37.174558,-122.13992,,251.82,249.56,246.56,244.06,1.0,Yes,175637.7271886616,251.82,249.56,246.56,244.06
37.174563,-122.139917,,251.82,249.56,246.56,244.06,1.0,Yes,175638.34273759465,251.82,249.56,246.56,244.06
37.174567,-122.139913,,251.82,249.56,246.56,244.06,1.0,Yes,175638.91129484665,251.82,249.56,246.56,244.06
37.174576,-122.139906,,251.82,249.56,246.56,244.06,1.0,Yes,175640.08777774734,251.82,249.56,246.56,244.06
37.174585,-122.139898,,251.82,249.56,246.56,244.06,1.0,Yes,175641.3135078088,251.82,249.56,246.56,244.06
37.17459,-122.139894,,251.82,249.56,246.56,244.06,1.0,Yes,175641.97237665142,251.82,249.56,246.56,244.06
37.174594,-122.13989,,251.82,249.56,246.56,244.06,1.0,Yes,175642.5409338255,251.82,249.56,246.56,244.06
37.174598,-122.139886,,251.82,249.56,246.56,244.06,1.0,Yes,175643.1094909902,251.82,249.56,246.56,244.06
37.17469,-122.139771,,251.82,249.56,246.56,244.06,1.0,Yes,175657.5508231792,251.82,249.56,246.56,244.06
37.174742,-122.13973,,251.82,249.56,246.56,244.06,1.0,Yes,175664.37447496326,251.82,249.56,246.56,244.06
37.174807,-122.139688,,251.82,249.56,246.56,244.06,1.0,Yes,175672.49547278235,251.82,249.56,246.56,244.06
37.174888,-122.13965,,251.82,249.56,246.56,244.06,1.0,Yes,175682.09749233845,251.82,249.56,246.56,244.06
37.17496,-122.139638,,251.82,249.56,246.56,244.06,1.0,Yes,175690.15886958828,251.82,249.56,246.56,244.06
37.175009,-122.139637,,251.82,249.56,246.56,244.06,1.0,Yes,175695.5976599923,251.82,249.56,246.56,244.06
37.175108,-122.139662,,251.82,249.56,246.56,244.06,1.0,Yes,175706.80684469588,251.82,249.56,246.56,244.06
37.175226,-122.139677,,251.82,249.56,246.56,244.06,1.0,Yes,175719.97017109502,251.82,249.56,246.56,244.06
37.175279,-122.139703,,251.82,249.56,246.56,244.06,1.0,Yes,175726.28912605817,251.82,249.56,246.56,244.06
37.175315,-122.13974,,251.82,249.56,246.56,244.06,1.0,Yes,175731.46207287852,251.82,249.56,246.56,244.06
37.17533,-122.139775,,251.82,249.56,246.56,244.06,1.0,Yes,175734.9880386637,251.82,249.56,246.56,244.06
37.175351,-122.139793,,251.82,249.56,246.56,244.06,1.0,Yes,175737.81416178143,251.82,249.56,246.56,244.06
37.175355,-122.139797,,251.82,249.56,246.56,244.06,1.0,Yes,175738.38271677637,251.82,249.56,246.56,244.06
37.17536,-122.1398,,251.82,249.56,246.56,244.06,1.0,Yes,175738.99826456408,251.82,249.56,246.56,244.06
37.175364,-122.139803,,251.82,249.56,246.56,244.06,1.0,Yes,175739.51599825115,251.82,249.56,246.56,244.06
37.175369,-122.139806,,251.82,249.56,246.56,244.06,1.0,Yes,175740.1315460272,251.82,249.56,246.56,244.06
37.175374,-122.139808,,251.82,249.56,246.56,244.06,1.0,Yes,175740.7141829568,251.82,249.56,246.56,244.06
37.175378,-122.13981,,251.82,249.56,246.56,244.06,1.0,Yes,175741.19231984598,251.82,249.56,246.56,244.06
37.175383,-122.139811,,251.82,249.56,246.56,244.06,1.0,Yes,175741.75428588793,251.82,249.56,246.56,244.06
37.175388,-122.139812,,251.82,249.56,246.56,244.06,1.0,Yes,175742.31625193005,251.82,249.56,246.56,244.06
37.175394,-122.139813,,251.82,249.56,246.56,244.06,1.0,Yes,175742.98803334672,251.82,249.56,246.56,244.06
37.175404,-122.139815,,251.82,249.56,246.56,244.06,1.0,Yes,175744.11196542898,251.82,249.56,246.56,244.06
37.175414,-122.139817,,251.82,249.56,246.56,244.06,1.0,Yes,175745.2358975094,251.82,249.56,246.56,244.06
37.17543,-122.139819,,251.82,249.56,246.56,244.06,1.0,Yes,175747.0204532071,251.82,249.56,246.56,244.06
37.175445,-122.139822,,251.82,249.56,246.56,244.06,1.0,Yes,175748.70635132072,251.82,249.56,246.56,244.06
37.175456,-122.139823,,251.82,249.56,246.56,244.06,1.0,Yes,175749.93036746216,251.82,249.56,246.56,244.06
37.175466,-122.139824,,251.82,249.56,246.56,244.06,1.0,Yes,175751.04372427735,251.82,249.56,246.56,244.06
37.175477,-122.139825,,251.82,249.56,246.56,244.06,1.0,Yes,175752.2677404206,251.82,249.56,246.56,244.06
37.175488,-122.139825,,251.82,249.56,246.56,244.06,1.0,Yes,175753.48853069512,251.82,249.56,246.56,244.06
37.175538,-122.139826,,251.82,249.56,246.56,244.06,1.0,Yes,175759.03828800813,251.82,249.56,246.56,244.06
37.175554,-122.139827,,251.82,249.56,246.56,244.06,1.0,Yes,175760.81620229714,251.82,249.56,246.56,244.06
37.175565,-122.139828,,251.82,249.56,246.56,244.06,1.0,Yes,175762.04021845176,251.82,249.56,246.56,244.06
37.175571,-122.139828,,251.82,249.56,246.56,244.06,1.0,Yes,175762.7061040654,251.82,249.56,246.56,244.06
37.175575,-122.139829,,251.82,249.56,246.56,244.06,1.0,Yes,175763.15882351645,251.82,249.56,246.56,244.06
37.175585,-122.13983,,251.82,249.56,246.56,244.06,1.0,Yes,175764.27218034194,251.82,249.56,246.56,244.06
37.175595,-122.139832,,251.82,249.56,246.56,244.06,1.0,Yes,175765.3961123886,251.82,249.56,246.56,244.06
37.175604,-122.139834,,251.82,249.56,246.56,244.06,1.0,Yes,175766.41060962694,251.82,249.56,246.56,244.06
37.175609,-122.139836,,251.82,249.56,246.56,244.06,1.0,Yes,175766.99324640952,251.82,249.56,246.56,244.06
37.175619,-122.139839,,251.82,249.56,246.56,244.06,1.0,Yes,175768.1345860822,251.82,249.56,246.56,244.06
37.175635,-122.139844,,251.82,249.56,246.56,244.06,1.0,Yes,175769.96495699606,251.82,249.56,246.56,244.06
37.175666,-122.139855,,251.82,249.56,246.56,244.06,1.0,Yes,175773.54136475036,251.82,249.56,246.56,244.06
37.175682,-122.13986,,251.82,249.56,246.56,244.06,1.0,Yes,175775.37173561042,251.82,249.56,246.56,244.06
37.175692,-122.139864,,251.82,249.56,246.56,244.06,1.0,Yes,175776.53700907627,251.82,249.56,246.56,244.06
37.175697,-122.139866,,251.82,249.56,246.56,244.06,1.0,Yes,175777.11964580487,251.82,249.56,246.56,244.06
37.175702,-122.139869,,251.82,249.56,246.56,244.06,1.0,Yes,175777.73519310454,251.82,249.56,246.56,244.06
37.175707,-122.139872,,251.82,249.56,246.56,244.06,1.0,Yes,175778.35074039662,251.82,249.56,246.56,244.06
37.175711,-122.139875,,251.82,249.56,246.56,244.06,1.0,Yes,175778.8684734766,251.82,249.56,246.56,244.06
37.175716,-122.139878,,251.82,249.56,246.56,244.06,1.0,Yes,175779.48402075487,251.82,249.56,246.56,244.06
37.17572,-122.139882,,251.82,249.56,246.56,244.06,1.0,Yes,175780.05257470126,251.82,249.56,246.56,244.06
37.175724,-122.139887,,251.82,249.56,246.56,244.06,1.0,Yes,175780.68045430692,251.82,249.56,246.56,244.06
37.175728,-122.139891,,251.82,249.56,246.56,244.06,1.0,Yes,175781.24900822953,251.82,249.56,246.56,244.06
37.175735,-122.139901,,251.82,249.56,246.56,244.06,1.0,Yes,175782.42891477674,251.82,249.56,246.56,244.06
37.175743,-122.13991,,251.82,249.56,246.56,244.06,1.0,Yes,175783.62352177806,251.82,249.56,246.56,244.06
37.175765,-122.13994,,251.82,249.56,246.56,244.06,1.0,Yes,175787.23727772737,251.82,249.56,246.56,244.06
37.175773,-122.13995,,251.82,249.56,246.56,244.06,1.0,Yes,175788.4930365516,251.82,249.56,246.56,244.06
37.17578,-122.139959,,251.82,249.56,246.56,244.06,1.0,Yes,175789.6076368086,251.82,249.56,246.56,244.06
37.175784,-122.139964,,251.82,249.56,246.56,244.06,1.0,Yes,175790.23551616727,251.82,249.56,246.56,244.06
37.175788,-122.139968,,251.82,249.56,246.56,244.06,1.0,Yes,175790.8040699187,251.82,249.56,246.56,244.06
37.175792,-122.139972,,251.82,249.56,246.56,244.06,1.0,Yes,175791.37262366037,251.82,249.56,246.56,244.06
37.175796,-122.139976,,251.82,249.56,246.56,244.06,1.0,Yes,175791.94117738874,251.82,249.56,246.56,244.06
37.175801,-122.139978,,251.82,249.56,246.56,244.06,1.0,Yes,175792.5238140522,251.82,249.56,246.56,244.06
37.175806,-122.139981,,251.82,249.56,246.56,244.06,1.0,Yes,175793.13936120216,251.82,249.56,246.56,244.06
37.175811,-122.139982,,251.82,249.56,246.56,244.06,1.0,Yes,175793.7013272054,251.82,249.56,246.56,244.06
37.175816,-122.139983,,251.82,249.56,246.56,244.06,1.0,Yes,175794.26329320844,251.82,249.56,246.56,244.06
37.175821,-122.139984,,251.82,249.56,246.56,244.06,1.0,Yes,175794.82525921092,251.82,249.56,246.56,244.06
37.175827,-122.139984,,251.82,249.56,246.56,244.06,1.0,Yes,175795.49114485361,251.82,249.56,246.56,244.06
37.175832,-122.139985,,251.82,249.56,246.56,244.06,1.0,Yes,175796.0531108547,251.82,249.56,246.56,244.06
37.175848,-122.139985,,251.82,249.56,246.56,244.06,1.0,Yes,175797.8288059083,251.82,249.56,246.56,244.06
37.175904,-122.139986,,251.82,249.56,246.56,244.06,1.0,Yes,175804.04437307848,251.82,249.56,246.56,244.06
37.175975,-122.139987,,251.82,249.56,246.56,244.06,1.0,Yes,175811.92452042384,251.82,249.56,246.56,244.06
37.175986,-122.139987,,251.82,249.56,246.56,244.06,1.0,Yes,175813.14531080084,251.82,249.56,246.56,244.06
37.175997,-122.139988,,251.82,249.56,246.56,244.06,1.0,Yes,175814.36932700683,251.82,249.56,246.56,244.06
37.176002,-122.139988,,251.82,249.56,246.56,244.06,1.0,Yes,175814.92423172528,251.82,249.56,246.56,244.06
37.176008,-122.139989,,251.82,249.56,246.56,244.06,1.0,Yes,175815.59601311787,251.82,249.56,246.56,244.06
37.176013,-122.13999,,251.82,249.56,246.56,244.06,1.0,Yes,175816.15797910243,251.82,249.56,246.56,244.06
37.176018,-122.13999,,251.82,249.56,246.56,244.06,1.0,Yes,175816.71288382245,251.82,249.56,246.56,244.06
37.176028,-122.139992,,251.82,249.56,246.56,244.06,1.0,Yes,175817.83681578987,251.82,249.56,246.56,244.06
37.176043,-122.139996,,251.82,249.56,246.56,244.06,1.0,Yes,175819.53900775604,251.82,249.56,246.56,244.06
37.176053,-122.139998,,251.82,249.56,246.56,244.06,1.0,Yes,175820.66293971974,251.82,249.56,246.56,244.06
37.176058,-122.14,,251.82,249.56,246.56,244.06,1.0,Yes,175821.2455762217,251.82,249.56,246.56,244.06
37.176063,-122.140001,,251.82,249.56,246.56,244.06,1.0,Yes,175821.80754220078,251.82,249.56,246.56,244.06
37.176068,-122.140003,,251.82,249.56,246.56,244.06,1.0,Yes,175822.39017869884,251.82,249.56,246.56,244.06
37.176073,-122.140005,,251.82,249.56,246.56,244.06,1.0,Yes,175822.97281519318,251.82,249.56,246.56,244.06
37.176078,-122.140007,,251.82,249.56,246.56,244.06,1.0,Yes,175823.55545168414,251.82,249.56,246.56,244.06
37.176082,-122.140009,,251.82,249.56,246.56,244.06,1.0,Yes,175824.0335880079,251.82,249.56,246.56,244.06
37.176087,-122.140011,,251.82,249.56,246.56,244.06,1.0,Yes,175824.61622449456,251.82,249.56,246.56,244.06
37.176096,-122.140016,,251.82,249.56,246.56,244.06,1.0,Yes,175825.70930316005,251.82,249.56,246.56,244.06
37.176109,-122.140024,,251.82,249.56,246.56,244.06,1.0,Yes,175827.31749165466,251.82,249.56,246.56,244.06
37.176113,-122.140027,,251.82,249.56,246.56,244.06,1.0,Yes,175827.83522403342,251.82,249.56,246.56,244.06
37.176118,-122.140029,,251.82,249.56,246.56,244.06,1.0,Yes,175828.4178605006,251.82,249.56,246.56,244.06
37.176123,-122.14003,,251.82,249.56,246.56,244.06,1.0,Yes,175828.9798264745,251.82,249.56,246.56,244.06
37.176128,-122.140031,,251.82,249.56,246.56,244.06,1.0,Yes,175829.5417924482,251.82,249.56,246.56,244.06
37.176133,-122.140032,,251.82,249.56,246.56,244.06,1.0,Yes,175830.10375842243,251.82,249.56,246.56,244.06
37.176144,-122.140033,,251.82,249.56,246.56,244.06,1.0,Yes,175831.3277746481,251.82,249.56,246.56,244.06
37.176154,-122.140034,,251.82,249.56,246.56,244.06,1.0,Yes,175832.4411315266,251.82,249.56,246.56,244.06
37.176165,-122.140035,,251.82,249.56,246.56,244.06,1.0,Yes,175833.66514775407,251.82,249.56,246.56,244.06
37.176261,-122.140041,,251.82,249.56,246.56,244.06,1.0,Yes,175844.33263445718,251.82,249.56,246.56,244.06
37.176277,-122.140041,,251.82,249.56,246.56,244.06,1.0,Yes,175846.10832963747,251.82,249.56,246.56,244.06
37.176287,-122.140042,,251.82,249.56,246.56,244.06,1.0,Yes,175847.2216865293,251.82,249.56,246.56,244.06
37.176309,-122.140043,,251.82,249.56,246.56,244.06,1.0,Yes,175849.66488191264,251.82,249.56,246.56,244.06
37.176397,-122.140045,,251.82,249.56,246.56,244.06,1.0,Yes,175859.43282044024,251.82,249.56,246.56,244.06
37.176463,-122.140046,,251.82,249.56,246.56,244.06,1.0,Yes,175866.7581015831,251.82,249.56,246.56,244.06
37.176474,-122.140046,,251.82,249.56,246.56,244.06,1.0,Yes,175867.97889206154,251.82,249.56,246.56,244.06
37.17648,-122.140046,,251.82,249.56,246.56,244.06,1.0,Yes,175868.6447777768,251.82,249.56,246.56,244.06
37.176485,-122.140046,,251.82,249.56,246.56,244.06,1.0,Yes,175869.1996825418,251.82,249.56,246.56,244.06
37.17649,-122.140046,,251.82,249.56,246.56,244.06,1.0,Yes,175869.75458730696,251.82,249.56,246.56,244.06
37.176496,-122.140045,,251.82,249.56,246.56,244.06,1.0,Yes,175870.42636867598,251.82,249.56,246.56,244.06
37.176501,-122.140043,,251.82,249.56,246.56,244.06,1.0,Yes,175871.0090049028,251.82,249.56,246.56,244.06
37.176505,-122.140042,,251.82,249.56,246.56,244.06,1.0,Yes,175871.46172420797,251.82,249.56,246.56,244.06
37.17651,-122.14004,,251.82,249.56,246.56,244.06,1.0,Yes,175872.04436042873,251.82,249.56,246.56,244.06
37.176514,-122.140037,,251.82,249.56,246.56,244.06,1.0,Yes,175872.5620921094,251.82,249.56,246.56,244.06
37.176519,-122.140035,,251.82,249.56,246.56,244.06,1.0,Yes,175873.14472832586,251.82,249.56,246.56,244.06
37.176523,-122.140032,,251.82,249.56,246.56,244.06,1.0,Yes,175873.6624599916,251.82,249.56,246.56,244.06
37.176527,-122.140029,,251.82,249.56,246.56,244.06,1.0,Yes,175874.18019164936,251.82,249.56,246.56,244.06
37.176531,-122.140026,,251.82,249.56,246.56,244.06,1.0,Yes,175874.6979232998,251.82,249.56,246.56,244.06
37.176535,-122.140022,,251.82,249.56,246.56,244.06,1.0,Yes,175875.2664749119,251.82,249.56,246.56,244.06
37.176539,-122.140019,,251.82,249.56,246.56,244.06,1.0,Yes,175875.78420654952,251.82,249.56,246.56,244.06
37.176543,-122.140015,,251.82,249.56,246.56,244.06,1.0,Yes,175876.35275813786,251.82,249.56,246.56,244.06
37.176547,-122.140011,,251.82,249.56,246.56,244.06,1.0,Yes,175876.92130971394,251.82,249.56,246.56,244.06
37.176565,-122.139991,,251.82,249.56,246.56,244.06,1.0,Yes,175879.59435980814,251.82,249.56,246.56,244.06
37.176569,-122.139987,,251.82,249.56,246.56,244.06,1.0,Yes,175880.16291132206,251.82,249.56,246.56,244.06
37.176573,-122.139984,,251.82,249.56,246.56,244.06,1.0,Yes,175880.68064289883,251.82,249.56,246.56,244.06
37.176577,-122.13998,,251.82,249.56,246.56,244.06,1.0,Yes,175881.24919439145,251.82,249.56,246.56,244.06
37.176581,-122.139977,,251.82,249.56,246.56,244.06,1.0,Yes,175881.76692595432,251.82,249.56,246.56,244.06
37.176585,-122.139973,,251.82,249.56,246.56,244.06,1.0,Yes,175882.33547742316,251.82,249.56,246.56,244.06
37.176589,-122.13997,,251.82,249.56,246.56,244.06,1.0,Yes,175882.85320897176,251.82,249.56,246.56,244.06
37.176594,-122.139968,,251.82,249.56,246.56,244.06,1.0,Yes,175883.43584514156,251.82,249.56,246.56,244.06
37.176598,-122.139965,,251.82,249.56,246.56,244.06,1.0,Yes,175883.9535766749,251.82,249.56,246.56,244.06
37.176602,-122.139964,,251.82,249.56,246.56,244.06,1.0,Yes,175884.4062959656,251.82,249.56,246.56,244.06
37.176608,-122.139962,,251.82,249.56,246.56,244.06,1.0,Yes,175885.0954616866,251.82,249.56,246.56,244.06
37.176613,-122.139961,,251.82,249.56,246.56,244.06,1.0,Yes,175885.65742761703,251.82,249.56,246.56,244.06
37.176618,-122.13996,,251.82,249.56,246.56,244.06,1.0,Yes,175886.2193935455,251.82,249.56,246.56,244.06
37.176624,-122.13996,,251.82,249.56,246.56,244.06,1.0,Yes,175886.8852792771,251.82,249.56,246.56,244.06
37.176629,-122.13996,,251.82,249.56,246.56,244.06,1.0,Yes,175887.44018405475,251.82,249.56,246.56,244.06
37.17664,-122.13996,,251.82,249.56,246.56,244.06,1.0,Yes,175888.66097456688,251.82,249.56,246.56,244.06
37.176678,-122.139961,,251.82,249.56,246.56,244.06,1.0,Yes,175892.87918580475,251.82,249.56,246.56,244.06
37.176695,-122.139961,,251.82,249.56,246.56,244.06,1.0,Yes,175894.76586206723,251.82,249.56,246.56,244.06
37.176706,-122.139961,,251.82,249.56,246.56,244.06,1.0,Yes,175895.98665259345,251.82,249.56,246.56,244.06
37.176711,-122.139961,,251.82,249.56,246.56,244.06,1.0,Yes,175896.54155737895,251.82,249.56,246.56,244.06
37.176717,-122.13996,,251.82,249.56,246.56,244.06,1.0,Yes,175897.2133387387,251.82,249.56,246.56,244.06
37.176727,-122.139959,,251.82,249.56,246.56,244.06,1.0,Yes,175898.32669567227,251.82,249.56,246.56,244.06
37.176737,-122.139957,,251.82,249.56,246.56,244.06,1.0,Yes,175899.4506275087,251.82,249.56,246.56,244.06
37.176748,-122.139955,,251.82,249.56,246.56,244.06,1.0,Yes,175900.68427048865,251.82,249.56,246.56,244.06
37.176763,-122.139951,,251.82,249.56,246.56,244.06,1.0,Yes,175902.38646195055,251.82,249.56,246.56,244.06
37.176774,-122.139949,,251.82,249.56,246.56,244.06,1.0,Yes,175903.62010492632,251.82,249.56,246.56,244.06
37.176784,-122.139947,,251.82,249.56,246.56,244.06,1.0,Yes,175904.7440367523,251.82,249.56,246.56,244.06
37.176794,-122.139944,,251.82,249.56,246.56,244.06,1.0,Yes,175905.88537567772,251.82,249.56,246.56,244.06
37.176799,-122.139942,,251.82,249.56,246.56,244.06,1.0,Yes,175906.4680117172,251.82,249.56,246.56,244.06
37.176805,-122.139941,,251.82,249.56,246.56,244.06,1.0,Yes,175907.1397930746,251.82,249.56,246.56,244.06
37.176815,-122.139937,,251.82,249.56,246.56,244.06,1.0,Yes,175908.30506513815,251.82,249.56,246.56,244.06
37.17683,-122.13993,,251.82,249.56,246.56,244.06,1.0,Yes,175910.0820584409,251.82,249.56,246.56,244.06
37.176971,-122.139867,,251.82,249.56,246.56,244.06,1.0,Yes,175926.7004410277,251.82,249.56,246.56,244.06
37.176992,-122.139858,,251.82,249.56,246.56,244.06,1.0,Yes,175929.1642772809,251.82,249.56,246.56,244.06
37.177063,-122.139825,,251.82,249.56,246.56,244.06,1.0,Yes,175937.57124156604,251.82,249.56,246.56,244.06
37.177119,-122.139799,,251.82,249.56,246.56,244.06,1.0,Yes,175944.20121443365,251.82,249.56,246.56,244.06
37.177134,-122.139792,,251.82,249.56,246.56,244.06,1.0,Yes,175945.9782069458,251.82,249.56,246.56,244.06
37.177144,-122.139786,,251.82,249.56,246.56,244.06,1.0,Yes,175947.20929741146,251.82,249.56,246.56,244.06
37.177149,-122.139784,,251.82,249.56,246.56,244.06,1.0,Yes,175947.79193323347,251.82,249.56,246.56,244.06
37.177153,-122.139781,,251.82,249.56,246.56,244.06,1.0,Yes,175948.30966380046,251.82,249.56,246.56,244.06
37.177158,-122.139777,,251.82,249.56,246.56,244.06,1.0,Yes,175948.96852636454,251.82,249.56,246.56,244.06
37.177162,-122.139774,,251.82,249.56,246.56,244.06,1.0,Yes,175949.4862569152,251.82,249.56,246.56,244.06
37.177167,-122.13977,,251.82,249.56,246.56,244.06,1.0,Yes,175950.145119457,251.82,249.56,246.56,244.06
37.177171,-122.139765,,251.82,249.56,246.56,244.06,1.0,Yes,175950.77299314944,251.82,249.56,246.56,244.06
37.177179,-122.139757,,251.82,249.56,246.56,244.06,1.0,Yes,175951.9100926903,251.82,249.56,246.56,244.06
37.177191,-122.139743,,251.82,249.56,246.56,244.06,1.0,Yes,175953.73199434287,251.82,249.56,246.56,244.06
37.177211,-122.139719,,251.82,249.56,246.56,244.06,1.0,Yes,175956.80920133504,251.82,249.56,246.56,244.06
37.177251,-122.139672,,251.82,249.56,246.56,244.06,1.0,Yes,175962.90244366307,251.82,249.56,246.56,244.06
37.177259,-122.139663,,251.82,249.56,246.56,244.06,1.0,Yes,175964.09704014906,251.82,249.56,246.56,244.06
37.177267,-122.139654,,251.82,249.56,246.56,244.06,1.0,Yes,175965.29163658118,251.82,249.56,246.56,244.06
37.177271,-122.13965,,251.82,249.56,246.56,244.06,1.0,Yes,175965.86018608222,251.82,249.56,246.56,244.06
37.177276,-122.139645,,251.82,249.56,246.56,244.06,1.0,Yes,175966.57087294201,251.82,249.56,246.56,244.06
37.17728,-122.139642,,251.82,249.56,246.56,244.06,1.0,Yes,175967.08860328945,251.82,249.56,246.56,244.06
37.177284,-122.139638,,251.82,249.56,246.56,244.06,1.0,Yes,175967.65715275274,251.82,249.56,246.56,244.06
37.177289,-122.139636,,251.82,249.56,246.56,244.06,1.0,Yes,175968.23978848857,251.82,249.56,246.56,244.06
37.177294,-122.139634,,251.82,249.56,246.56,244.06,1.0,Yes,175968.82242421995,251.82,249.56,246.56,244.06
37.177299,-122.139633,,251.82,249.56,246.56,244.06,1.0,Yes,175969.38439008556,251.82,249.56,246.56,244.06
37.177304,-122.139632,,251.82,249.56,246.56,244.06,1.0,Yes,175969.9463559517,251.82,249.56,246.56,244.06
37.177309,-122.139632,,251.82,249.56,246.56,244.06,1.0,Yes,175970.5012607937,251.82,249.56,246.56,244.06
37.177315,-122.139632,,251.82,249.56,246.56,244.06,1.0,Yes,175971.16714660355,251.82,249.56,246.56,244.06
37.17732,-122.139633,,251.82,249.56,246.56,244.06,1.0,Yes,175971.729112467,251.82,249.56,246.56,244.06
37.177325,-122.139634,,251.82,249.56,246.56,244.06,1.0,Yes,175972.29107833133,251.82,249.56,246.56,244.06
37.17733,-122.139636,,251.82,249.56,246.56,244.06,1.0,Yes,175972.87371403916,251.82,249.56,246.56,244.06
37.177335,-122.139638,,251.82,249.56,246.56,244.06,1.0,Yes,175973.45634974612,251.82,249.56,246.56,244.06
37.17734,-122.13964,,251.82,249.56,246.56,244.06,1.0,Yes,175974.03898544936,251.82,249.56,246.56,244.06
37.177345,-122.139643,,251.82,249.56,246.56,244.06,1.0,Yes,175974.65453039054,251.82,249.56,246.56,244.06
37.17735,-122.139646,,251.82,249.56,246.56,244.06,1.0,Yes,175975.2700753227,251.82,249.56,246.56,244.06
37.177354,-122.139648,,251.82,249.56,246.56,244.06,1.0,Yes,175975.74821063114,251.82,249.56,246.56,244.06
37.177364,-122.139654,,251.82,249.56,246.56,244.06,1.0,Yes,175976.97930046482,251.82,249.56,246.56,244.06
37.177373,-122.13966,,251.82,249.56,246.56,244.06,1.0,Yes,175978.11136202642,251.82,249.56,246.56,244.06
37.177378,-122.139663,,251.82,249.56,246.56,244.06,1.0,Yes,175978.72690691857,251.82,249.56,246.56,244.06
37.177382,-122.139666,,251.82,249.56,246.56,244.06,1.0,Yes,175979.24463708667,251.82,249.56,246.56,244.06
37.177387,-122.139669,,251.82,249.56,246.56,244.06,1.0,Yes,175979.86018196642,251.82,249.56,246.56,244.06
37.177391,-122.139673,,251.82,249.56,246.56,244.06,1.0,Yes,175980.4287311233,251.82,249.56,246.56,244.06
37.177396,-122.139677,,251.82,249.56,246.56,244.06,1.0,Yes,175981.0875931062,251.82,249.56,246.56,244.06
37.1774,-122.139681,,251.82,249.56,246.56,244.06,1.0,Yes,175981.65614223687,251.82,249.56,246.56,244.06
37.177404,-122.139685,,251.82,249.56,246.56,244.06,1.0,Yes,175982.22469135813,251.82,249.56,246.56,244.06
37.177408,-122.139689,,251.82,249.56,246.56,244.06,1.0,Yes,175982.79324046752,251.82,249.56,246.56,244.06
37.177416,-122.139698,,251.82,249.56,246.56,244.06,1.0,Yes,175983.9878358632,251.82,249.56,246.56,244.06
37.177432,-122.139717,,251.82,249.56,246.56,244.06,1.0,Yes,175986.4373301432,251.82,249.56,246.56,244.06
37.177463,-122.139756,,251.82,249.56,246.56,244.06,1.0,Yes,175991.31906795833,251.82,249.56,246.56,244.06
37.177471,-122.139765,,251.82,249.56,246.56,244.06,1.0,Yes,175992.51366297368,251.82,249.56,246.56,244.06
37.177474,-122.13977,,251.82,249.56,246.56,244.06,1.0,Yes,175993.06864620358,251.82,249.56,246.56,244.06
37.177478,-122.139775,,251.82,249.56,246.56,244.06,1.0,Yes,175993.69651864204,251.82,249.56,246.56,244.06
37.177481,-122.13978,,251.82,249.56,246.56,244.06,1.0,Yes,175994.2515018368,251.82,249.56,246.56,244.06
37.177485,-122.139785,,251.82,249.56,246.56,244.06,1.0,Yes,175994.87937424655,251.82,249.56,246.56,244.06
37.177487,-122.13979,,251.82,249.56,246.56,244.06,1.0,Yes,175995.3757837902,251.82,249.56,246.56,244.06
